Company/Brand,Sector,Amount,HeadQuarter,Funding Year,Founded,Investor
Udaan,E-commerce,280000000.0,Bangalore,2021,2016.0,"Octahedron Capital, Moonstone Capital"
Vanity Wagon,Cosmetics,200000.0,Haryana,2021,2018.0,"Dhianu Das, Agility Venture Partners"
Oyo,Hospitality,7000000.0,Gurgaon,2021,2012.0,Hindustan Media Venture
Agri10x,AgriTech,0.0,Pune,2021,2018.0,Omnivore
BlackSoil,FinTech,4000000.0,Mumbai,2021,2016.0,Awign Enterprises
HobSpace,EdTech,100000.0,Mumbai,2021,2019.0,"Siddharth Bhaskar Shah, Upsparks"
DcodeAI,EdTech,500000.0,New Delhi,2021,2020.0,S Chand
Biocon Biologics,BioTechnology,70000000.0,Bangalore,2021,1978.0,"Goldman Sachs, Tata Capital"
KiranaKart,E-commerce,720000.0,Mumbai,2021,2020.0,Global Founders Capital
Meddo,Healthcare,3000000.0,Gurgaon,2021,2018.0,"growX ventures, Venture Gurukool"
SP Robotic Works,EdTech,3000000.0,Chennai,2021,2012.0,Mount Judi India Growth Fund
3SC,Logistics,15000000.0,Gurugram,2021,2018.0,GEF Capital’s South Asia Fund
Chai Waale,Food & Beverages,600000.0,Chennai,2021,2018.0,"Sunil Sethia, Sunil Kumar Singhvi, Manish Mardia"
Minimalist,Cosmetics,10000000.0,Jaipur,2021,2020.0,Sequoia Capital
Biconomy,Blockchain,9000000.0,New Delhi,2021,2019.0,"Mechanism Capital, DACM"
Fixcraft,Automotive,1000000.0,Gurugram,2021,2018.0,Undisclosed
Slice,Financial Services,10000000.0,Bangalore,2021,2016.0,"Northern Arc Capital, Niyogin Fintech Limited, Credit Saison India, Vivriti Capital"
90+ My Tuition App,EdTech,5000000.0,Bangalore,2021,2015.0,Pearl Investment LLC
Wasabi,Consulting,1800000.0,Bangalore,2021,2021.0,"021 Capital, Sparrow Capital"
Strata,Real Estate,6000000.0,Bangalore,2021,2019.0,"Kotak Investment Advisors Limited, Gruhas Proptech"
Ourbetterplanet,E-commerce,300000.0,Bangalore,2021,2020.0,VANS Group
Murf.ai,SaaS startup,1500000.0,Bangalore,2021,2020.0,Elevation Capital
JetSynthesys,Media,2000000.0,Pune,2021,2014.0,Sachin Tendulkar
MYFITNESS,Fitness,1000000.0,Silvassa,2021,2019.0,9Unicorns
I am Love,Healthcare,4000000.0,Mumbai,2021,2020.0,Xentel Investments
MyGlamm,D2C,40000000.0,Mumbai,2021,2015.0,Accel Partners
Gumlet,IT,1600000.0,Bangalore,2021,2019.0,Sequoia’s Surge
Eloelo,Gaming,2000000.0,Bangalore,2021,2015.0,"Waterbridge, Lumikai"
Edukemy,EdTech,2000000.0,Noida,2021,2020.0,"Auxano, Falcon5"
Zingbus,Mobility,5000000.0,Gurugram,2021,2019.0,Infoedge ventures
NewsReach,Media,300000.0,Ahmedabad,2021,2018.0,JITO Angel Network
Pencilton,FinTech,330000.0,Hyderabad,2021,2017.0,Jupiter
Bandhoo,IT,1000000.0,Gurugram,2021,2020.0,Unitus Ventures
ixigo,IT,53000000.0,Gurugram,2021,2007.0,"GIC, Infoedge"
The Whole Truth,Food & Beverages,6000000.0,Mumbai,2021,2019.0,Sequoia Capital
Insane AI,Fitness,800000.0,Bangalore,2021,2021.0,pi Ventures
Learn4o Technology,E-learning,0.0,Jaipur,2021,2020.0,IAN
Droom,Automobile,200000000.0,Gurugram,2021,2014.0,Undisclosed
Skymet,Environmental Services,1000000.0,Noida,2021,2003.0,"Northern Arc, Caspian Impact Investments"
Go Swift,Consumer Services,2000000.0,Bangalore,2021,2019.0,Kalaari Capital
Mamaearth,Healthcare,50000000.0,Gurugram,2021,2016.0,Sofina Ventures SA
G.O.A.T,D2C,36000000.0,Bangalore,2021,2021.0,"Tiger Global, Flipkart Ventures"
Keeros,Food & Beverages,0.0,Lucknow,2021,2017.0,Venture Catalysts
ReDesyn,Merchandise,300000.0,Mumbai,2021,2016.0,Anthill Ventures
Inspacco,Facilities Services,200000.0,Pune,2021,2019.0,Undisclosed
Knorish,EdTech,1000000.0,Gurugram,2021,2016.0,"Inflection Point Ventures, Rockstud Capital, Pentathlon Ventures, Prophetic Ventures syndicate"
Dozee,Healthcare,5000000.0,Bangalore,2021,2015.0,Prime VP
BlackBuck,Logistics & Supply Chain,67000000.0,Bangalore,2021,2015.0,"Tribe Capital, IFC Emerging Asia Fund, VEF"
Mailmodo,Marketing & Advertising,2000000.0,Bangalore,2021,2020.0,"Sequoia’s Surge, Y Combinator"
SuperBeings,Computer software,0.0,Bangalore,2021,2019.0,Endiya Partners
NirogStreet,Healthcare,2500000.0,New Delhi,2021,2018.0,"Gokul Rajaram, Pureland Venture, Wavemaker Partners"
Hyreo,Human Resources,0.0,Thiruvananthapuram,2021,2016.0,Callapina Capital
GODI Energy,Automotive,0.0,Hyderabad,2021,2020.0,Blue Ashva Capital
Even,Healthcare,5000000.0,Bangalore,2021,2020.0,Khosla Ventures
Captain Fresh,Logistics,12000000.0,Bangalore,2021,2019.0,"Accel Partners, Matrix India"
Otipy,Food & Beverages,10200000.0,Gurugram,2021,2020.0,"Omidyar Network India, Innoven Capital"
Lenskart,Eyewear,220000000.0,Faridabad,2021,2008.0,"Temasek, Falcon Edge"
Eka.care,Healthcare,4500000.0,Bangalore,2021,2020.0,"Deep Kalra, Ashish Kashyap, Rajesh Magow"
Braingroom,EdTech,200000.0,Chennai,2021,2015.0,"IAN, Social Alpha, Startup Oasis"
Edvizo,Consumer Services,1000000.0,Bangalore,2021,2017.0,Inflection Point Ventures
Credenc,FinTech,25000000.0,New Delhi,2021,2017.0,Capital India
GlobalBees,D2C Business,150000000.0,New Delhi,2021,2021.0,"FirstCry, Lightspeed Venture Partners"
Spinny,Automotive,108000000.0,Gurugram,2021,2015.0,Tiger Global
Mynvax,Biotechnology,4000000.0,Bangalore,2021,2017.0,"Accel, LetsVenture, 1Crowd"
RiseBird,Human Resources,500000.0,Pune,2021,2018.0,SAB Holdings
Uvi Health,Healthcare,330000.0,Bangalore,2021,2020.0,Titan Capital
Vegrow,Farming,13000000.0,Bangalore,2021,2020.0,"Lightspeed Venture Partners, Elevation Capital"
Automovill,Automotive,500000.0,Bangalore,2021,2015.0,Mumbai Angels Network
NFTically,NFT Marketplace,0.0,Gurugram,2021,2021.0,Jayanti Kanani
HealthifyMe,Healthcare,75000000.0,Bangalore,2021,2012.0,"LeapFrog, Khosla Ventures"
GalaxyCard,FinTech,450000.0,Gurugram,2021,2017.0,JITO Angel Network
Bella Vita Organic,Healthcare,10000000.0,Gurugram,2021,2018.0,Ananta Capital
SmartCoin,FinTech,10000000.0,Bangalore,2021,2016.0,"Northern Arc, Vivriti Capital"
CareerNinja,EdTech,0.0,Mumbai,2021,2017.0,Unitus Ventures
MYSUN,Solar,2000000.0,New Delhi,2021,2016.0,TATA Cleantech Capital
Sea6 Energy,Biotechnology,9000000.0,Bangalore,2021,2010.0,Aqua-Spark
Beco,Consumer Goods,500000.0,Mumbai,2021,2018.0,Climate Angels Fund
OneCode,Internet,5000000.0,Bangalore,2021,2020.0,"Sequoia’s Surge, Nexus Venture Partners"
MedPay,Information Technology,1200000.0,Bangalore,2021,2020.0,"Entrepreneur First (EF), GrowX Ventures"
Inshorts,Internet,60000000.0,Noida,2021,2013.0,Vy Capital
Digantara,SpaceTech,2500000.0,Bangalore,2021,2018.0,Kalaari Capital
Aqgromalin,AgriTech,700000.0,Chennai,2021,2018.0,Zephyr Peacock
Square Yards,Real Estate,25000000.0,Gurugram,2021,2014.0,ADM Capital
OYO,Hospitality,660000000.0,Gurugram,2021,2013.0,"SoftBank Vision Fund, Hindustan Media Venture"
Slang Labs,Computer software,0.0,Bangalore,2021,2017.0,100x Entrepreneurs
NirogGyan,Healthcare,0.0,Gurugram,2021,2019.0,"Healthcare veterans, PIEDS"
Ola Electric,Automotive,100000000.0,Bangalore,2021,2017.0,Bank of Baroda
Bikry app,Consumer software,1300000.0,Noida,2021,2019.0,YCombinator
Oliveboard,EdTech,3000000.0,Bangalore,2021,2012.0,IAN Fund
Little Leap,EdTech,300000.0,New Delhi,2021,2020.0,ah!Ventures
Trell,Social commerce,45000000.0,Bangalore,2021,2016.0,"Mirae Asset, H&M"
Kredent,EdTech,1000000.0,Kolkata,2021,2008.0,Kotak Securities
EasyAspataal,Healthcare,500000.0,Mumbai,2021,2020.0,Venture Catalysts
SMOOR,Food & Beverages,0.0,Bangalore,2021,2008.0,Klub
Pankhuri,Social community,3200000.0,Bangalore,2021,2019.0,Sequoia’s Surge
Arcana,Information Technology,370000.0,Bangalore,2021,2019.0,Balaji Srinivasan
AdmitKard,EdTech,1000000.0,Noida,2021,2016.0,Undisclosed
UrbanKisaan,Food & Beverages,0.0,Hyderabad,2021,2017.0,BASF Venture Capital GmbH
Aquaconnect,Fishery,4000000.0,Chennai,2021,2017.0,"Rebright Partners, Flourish Ventures"
Vah Vah!,EdTech,1800000.0,Bangalore,2021,2020.0,Sequoia Surge
LetsDressUp,Apparel & Fashion,300000.0,Gurugram,2021,2019.0,"Titan Capital, Sequoia Capital"
Sapio Analytics,Computer software,150000.0,Mumbai,2021,2019.0,Parthiv Group
BHyve,Human Resources,300000.0,Mumbai,2021,2020.0,"Omkar Pandharkame, Ketaki Ogale"
Indi Energy,Renewables & Environment,0.0,Roorkee,2021,2019.0,Mumbai Angels Network
The Ayurveda Co,Consumer Goods,0.0,Gurugram,2021,2021.0,"GetVantage, Velocity, Shiprocket Capital"
Pratilipi,Online storytelling,48000000.0,Bangalore,2021,2015.0,"Krafton Inc, Omidyar"
Ati Motors,Automotive,35000000.0,Bangalore,2021,2017.0,"Blume Ventures, Exfinity Venture Partners"
peAR,Deeptech,300000.0,Mumbai,2021,2018.0,Inflection Point Ventures
Gourmet Garden,Farming,3000000.0,Bangalore,2021,2019.0,"Beyond Next Ventures, M Venture Partners"
The Sleep Company,Consumer Goods,1000000.0,Mumbai,2021,2019.0,Fireside Ventures
TyrePlex,B2B E-commerce,0.0,New Delhi,2021,2020.0,AdvantEdge Founders
ION Energy,Automotive,3600000.0,Mumbai,2021,2016.0,Undisclosed
Digit Insurance,Insuretech,200000000.0,Bangalore,2021,2016.0,"Faering Capital, Sequoia Capital India, IIFL Alternate Asset Managers"
FRAAZO,Food & Beverages,11000000.0,Mumbai,2021,2020.0,"Sixth Sense Ventures, NABVENTURES"
Licious,Food & Beverages,192000000.0,Bangalore,2021,2015.0,"Temasek, Multiples PE"
WinZO,Gaming,65000000.0,New Delhi,2021,2018.0,Griffin Gaming Partners
Furlenco,Consumer Goods,100000000.0,Bangalore,2021,2012.0,Zinnia Global
Skylark Drones,Aviation,3000000.0,Bangalore,2021,2014.0,"InfoEdge Ventures, IAN Fund"
Leegality,IT company,0.0,Gurugram,2021,2016.0,"IIFL, Mumbai Angels"
Arcatron Mobility,Healthcare,0.0,Pune,2021,2015.0,Klub
TWID,FinTech,2500000.0,Bangalore,2021,2020.0,"BEENEXT, Sequoia’s Surge"
PeakPerformer,EdTech,0.0,Bangalore,2021,2020.0,Antler India
MyMobiForce,Internet,1400000.0,Noida,2021,2018.0,Bharat Inclusion
Pine Labs,Information Technology,600000.0,Noida,2021,1998.0,"Fidelity, BlackRock"
Genworks Health,Healthcare,2000000.0,Bangalore,2021,2015.0,Blacksoil
Pocketly,FinTech,0.0,Bangalore,2021,2019.0,Undisclosed
Neverinstall,Information Technology,370000.0,Bangalore,2021,2019.0,Speciale Invest
CoRover,Information Technology,0.0,Bangalore,2021,2016.0,Canbank Venture Capital Fund
BeatO,Healthcare,5000000.0,New Delhi,2021,2015.0,W Health Ventures
Earth Rhythm,Cosmetics,1200000.0,Gurugram,2021,2020.0,Anicut Angel Fund
Fountain9,Computer software,1900000.0,Mumbai,2021,2019.0,"021 Capital, Y Combinator"
Rockclimber,Food & Beverages,1000000.0,Bangalore,2021,2019.0,Anand Prakash Sharma
SpEd@home,EdTech,300000.0,Mumbai,2021,2020.0,Undisclosed
CanPe,Computer software,0.0,Bangalore,2021,2019.0,Axilor Ventures
Green Soul,Consumer Goods,200000.0,Ambernath,2021,2016.0,velocity.in
Shiprocket,Logistics,41000000.0,New Delhi,2021,2012.0,"March Capital, Tribe Capital"
DealShare,Retail,144000000.0,Bangalore,2021,2018.0,Tiger Global
Teachmint,EdTech,20000000.0,Bangalore,2021,2020.0,Learn Capital
Vahak,Transportation,5000000.0,Bangalore,2021,2017.0,RTP Global
goSTOPS,Hospitality,1000000.0,New Delhi,2021,2014.0,"IAN, Yuj Ventures"
Codedamn,Computer software,0.0,New Delhi,2021,2020.0,Antler India
Biocraft Innovation Technology,Environmental service,0.0,Noida,2021,2019.0,JITO Angel Network
Powerplay,Construction,5200000.0,Bangalore,2021,2020.0,"Sequoia’s Surge, Accel Partners"
Accio Robotics,Industrial Automation,0.0,Bangalore,2021,2020.0,Uday Sodhi
Delhivery,Logistics,270000000.0,Gurugram,2021,2011.0,"Fidelity, GIC"
Avishkaar,EdTech,600000.0,New Delhi,2021,2014.0,Auxano
Jobsgaar,Job discovery platform,140000.0,New Delhi,2021,2020.0,SucSEED Indovation Fund
Almo,D2C Fashion,0.0,Gurugram,2021,2020.0,Angelist India
Breathe Well-being,HealthCare,1000000.0,New Delhi,2021,2015.0,"Stanford Angels and Entrepreneurs India, Anjali Bansal"
GalaxEye,SpaceTech,0.0,Chennai,2021,2020.0,Speciale Invest
Good Health Clinic,HealthCare,5000000.0,Hyderabad,2021,2021.0,Khosla Ventures
Urban Company,Home services,250000000.0,New Delhi,2021,2014.0,"Vy Capital, Wellington Management"
MYBYK,Rental,1000000.0,Ahmadabad,2021,2014.0,Avon Cycles
Locus,Logistics,50000000.0,Bangalore,2021,2015.0,"Blume Ventures, Exfinity Venture Partners"
Crejo.Fun,EdTech,3000000.0,Bangalore,2021,2020.0,"Matrix Partners India, 021 Capital"
Bambinos,EdTech,500000.0,Bangalore,2021,2020.0,"HNIs, Angels"
KreditBee,FinTech,8000000.0,Bangalore,2021,2018.0,"NewQuest Capital Partners, Motilal Oswal Private Equity"
Spardha,EdTech,400000.0,Pune,2021,2016.0,Inflection Point Ventures
Onelife Nutriscience,HealthCare,0.0,Mumbai,2021,2019.0,Lasons India
Flatheads,Fashion,0.0,Bangalore,2021,2019.0,"Pankaj Chaddah, Srivatsan Rajan"
Fable Fintech,FinTech,0.0,Mumbai,2021,2015.0,Paytm
Holisol,Logistics,3000000.0,New Delhi,2021,2009.0,"BlackSoil, CLSA Capital Partners"
Now&Me,HealthCare,1000000.0,New Delhi,2021,2018.0,"Saama, Whiteboard Capital"
Fyllo,AgriTech,400000.0,Bangalore,2021,2019.0,"Indian Angel Network, Titan Capital, Lead Angels"
Cora Health,HealthCare,0.0,Bangalore,2021,2020.0,Undisclosed
Blaer Motors,Mobility,300000.0,Chennai,2021,2014.0,The Chennai Angels
Swiflearn,EdTech,3000000.0,Gurugram,2021,2019.0,"Venture Highway, Stellaris Venture Partners"
Cashfree,FinTech,0.0,Bangalore,2021,2015.0,"State Bank of India, Y Combinator"
QuickSell,E-commerce,2000000.0,Mumbai,2021,2017.0,"Sanjay Baldwa, Ajay Jain"
Truemeds,Heathcare,5000000.0,Mumbai,2021,2019.0,InfoEdge
Candes,E-commerce,3000000.0,New Delhi,2021,2015.0,"Nitin Passi, Ruchirans Jaipuria"
MediBuddy,Heathcare,3000000.0,Bangalore,2021,2000.0,"Stride Ventures, InnoVen Capital"
F5,Food & Beverages,300000.0,New Delhi,2021,2018.0,"Venture Catalysts, Jeevak Gupta"
Capital Float,FinTech,6000000.0,Bangalore,2021,2013.0,"Triodos Investment Management, SAIF Partners"
IntelleWings,IT startup,100000.0,Panchkula,2021,2019.0,Undisclosed
Shyplite,Logistics,1000000.0,New Delhi,2021,2016.0,N+1 Capital
Refyne,FinTech,20000000.0,Bangalore,2021,2020.0,"DST Global, RTP Global"
Greenjoules,Renewable Energy,4500000.0,Pune,2021,2018.0,Blue Ashva Capital
MentorKart,Consulting,150000.0,New Delhi,2021,2018.0,"Amit Singal, Manish Aggarwal"
Leverage Edu,EdTech,2000000.0,New Delhi,2021,2017.0,"Trifecta Capital Advisors, Blume Ventures"
Kale Logistics,Logistics,5000000.0,Thane,2021,2010.0,Inflexor Ventures
CustomerGlu,CRM,320000.0,Bangalore,2021,2016.0,"Kumar Aakash, Amit Singhal"
Cell Propulsion,EV startup,2000000.0,Bangalore,2021,2016.0,growX ventures
Wellbeing Nutrition,HealthCare,0.0,Mumbai,2021,2019.0,Klub
Pee Safe,HealthCare,3000000.0,Gurugram,2021,2013.0,"Shaival Desai, Alkemi Venture Partners"
Chqbook,FinTech,1000000.0,New Delhi,2021,2017.0,"Aavishkaar Venture Capital, YWC Venture Capital"
SimpliContract,Software,1800000.0,Bangalore,2021,2020.0,Kalaari Capital
Dropshop,Logistics,1000000.0,Bangalore,2021,2019.0,Inflection Point Ventures
Jumbotail,E-commerce,4000000.0,Bangalore,2021,2015.0,Alteria Capital
BYJU'S,EdTech,350000000.0,Bangalore,2021,2011.0,"Tiga Investments, Baron Capital"
Power Gummies,Nutrition,1000000.0,New Delhi,2021,2018.0,"Venture Catalysts, 9unicorns"
Convosight,SaaS startup,9000000.0,New Delhi,2021,2019.0,Qualgro
Junio,FinTech,600000.0,New Delhi,2021,2020.0,"Amit Lakhotia, Pravin Jadhav"
Wherehouse.io,Logistics,0.0,New Delhi,2021,2020.0,Better Capital
Flexmoney,FinTech,4800000.0,Mumbai,2021,2015.0,Pravega Ventures
Fampay,FinTech,38000000.0,Bangalore,2021,2019.0,"Greenoaks Capital, Elevation Capital"
Apna,Human Resources,70000000.0,Bangalore,2021,2019.0,"Sequoia Capital India, rocketship.vc"
XYXX Apparels,Fashion,4000000.0,Surat,2021,2017.0,Undisclosed
WaterScience,D2C startup,0.0,Bangalore,2021,2014.0,Undisclosed
BrowserStack,SaaS startup,200000000.0,Mumbai,2021,2011.0,Accel
Vital,Insuretech,3000000.0,New Delhi,2021,2018.0,BLinC Invest
Juicy chemistry,HealthCare,0.0,Coimbatore,2021,2014.0,Spring Marketing Capital
Samaaro,SaaS startup,125000.0,Bangalore,2021,2020.0,"Chaitanya Kalipatnapu, Kedar Gavane"
Imagimake,Innovation management,500000.0,Mumbai,2021,2011.0,"Roha Investment Managers, angel investor Saumil Shah"
MSMEx,EdTech,1000000.0,Andheri,2021,2019.0,"TNF Ventures, Razorpay"
RenewBuy,Insuretech,45000000.0,Gurugram,2021,2015.0,"Lok Capital, IIFL Asset Management"
saarthi.ai,AI startup,0.0,Bangalore,2021,2017.0,Nvidia Inception
Kutumb,Community platform,26000000.0,Bangalore,2021,2020.0,"Tiger Global Management, DST Global"
Superplum,AgriTech,3800000.0,Noida,2021,2019.0,Marquee investors
Upside AI,FinTech,1200000.0,Mumbai,2021,2017.0,Endiya Partners
PazCare,Insuretech,0.0,Bangalore,2021,2021.0,"Ashish Hemrajani, Parikshit Dar"
Answer Genomics,HealthCare,0.0,Bangalore,2021,2019.0,"India Accelerator, Lyxel&Flamingo"
Skillmatics,EdTech,6000000.0,Mumbai,2021,2016.0,Sequoia Capital India
Bimaplan,Insuretech,2500000.0,Bangalore,2021,2020.0,"Roshan Abbas, Ritesh Malik"
Bueno Finance,FinTech,3000000.0,Gurugram,2021,2019.0,"Goat Capital, JAM Fund"
CityMall,E-commerce,22000000.0,Gurugram,2021,2019.0,"General Catalyst, Jungle Ventures"
BYJU’S,EdTech,50000000.0,Bangalore,2021,2011.0,"Blackstone Group, ADQ"
India Quotient,Venture capitalist,64000000.0,Mumbai,2021,2012.0,Undisclosed
The Switch Fix,HealthCare,0.0,Gurugram,2021,2019.0,"Venture Catalysts, 9unicorns"
Anvidha Technologies,Tech Startup,1500000.0,Haryana,2021,2020.0,Undisclosed
DigiSparsh,FinTech,0.0,Mumbai,2021,2020.0,GoAhead Ventures
CoffeeMug.ai,Networking,620000.0,New Delhi,2021,2020.0,"Paradigm Shift Capital, AngelList India"
Pathfndr.io,SaaS startup,0.0,Bangalore,2021,2015.0,Arali Ventures
BigLeap,Recruitment,600000.0,Hyderabad,2021,2015.0,Anup Kumar Yama
Kazam,EV startup,900000.0,Bangalore,2021,2020.0,Inflection Point Ventures
MYRE Capital,Commercial Real Estate,5000000.0,Mumbai,2021,2020.0,Aryaman Vir
BimaPe,FinTech,500000.0,Mumbai,2021,2020.0,"iSeed, Titan Capital"
MicroDegree,EdTech,0.0,Mangalore,2021,2019.0,Research Innovation Incubation Design Labs
Saarthi Pedagogy,EdTech,1000000.0,Ahmadabad,2021,2015.0,Sushil Agarwal
Synapsica,HealthCare,4000000.0,New Delhi,2021,2017.0,"IvyCap Ventures, Endiya Partners"
Kwik Foods,Food & Beverages,0.0,Gurugram,2021,2020.0,9Unicorns
Plutomen,AR startup,300000.0,Ahmadabad,2021,2016.0,"GUSEC Seed Fund, DeVX Venture Fund"
GoMechanic,Automotive,42000000.0,Gurugram,2021,2016.0,"Tiger Global, Sequoia"
Grinntech,Automotive,2000000.0,Chennai,2021,2013.0,Undisclosed
Nobel Hygiene,HealthCare,60000000.0,Mumbai,2021,1999.0,Quadria Capital
Green Cure,HealthCare,0.0,New Delhi,2021,2015.0,Venture Catalysts
Classplus,EdTech,65000000.0,Noida,2021,2017.0,Tiger Global
WINDO,E-commerce,500000.0,Hyderabad,2021,2020.0,Unicorn India Ventures
ApnaKlub,E-commerce,0.0,Bangalore,2021,2020.0,"Blume Ventures, Whiteboard Capital"
LegalPay,FinTech,0.0,New Delhi,2021,2019.0,Ashwini Kakkar. 9Unicorns
Lavado,Consumer service,0.0,Mumbai,2021,2016.0,Ashish Shah
Navars,EdTech,0.0,Hyderabad,2021,2019.0,Faad Network
GoBolt,Logistics,20000000.0,Gurugram,2021,2015.0,"Paragon Partners, Aavishkaar Capital"
Loco,Gaming,9000000.0,Bangalore,2021,2018.0,"Krafton, Lumikai"
Auric,HealthCare,2000000.0,New Delhi,2021,2017.0,Venture Catalysts
Edmingle,EdTech,300000.0,Bangalore,2021,2016.0,"Indovation Fund, Mumbai Angels"
Slice,FinTech,20000000.0,Bangalore,2021,2016.0,"Gunosy, Blume Ventures"
Humit,Music,0.0,Bangalore,2021,2020.0,Antler India
Airblack,IT startup,5200000.0,Gurugram,2021,2019.0,"Edge Ventures, Elevation Capital"
NIRAMAI,HealthCare,0.0,Bangalore,2021,2016.0,CDC Group
Intervue,SaaS startup,0.0,New Delhi,2021,2021.0,"Titan Capital, Kunal Shah"
Nestroots,Fashion,100000.0,Gurugram,2021,2016.0,We Founder Circle
Detect Technologies,Automation,12000000.0,Chennai,2021,2016.0,"Accel Partners, Elevation Capital"
CredR,Automotive,6500000.0,Bangalore,2021,2015.0,"Yamaha Motors, Omidyar Network India, Eight Roads Ventures"
Fourth Partner Energy,Solar,125000000.0,Hyderabad,2021,2010.0,"Norfund, The Rise Fund"
TABLT,HealthCare,3000000.0,Kolkata,2021,2018.0,Siti Cable
Hesa,IT startup,2000000.0,Hyderabad,2021,2020.0,"Venture Catalysts, 9unicorns"
Powerhouse91,Consumer goods,0.0,Gurugram,2021,2020.0,Crossbeam Venture Partners
Nalanda Learning,EdTech,5000000.0,Kolkata,2021,2011.0,Aavishkaar Capital
Chargeup,Renewable Energy,0.0,New Delhi,2021,2019.0,Mapmyindia
Knackit,IT startup,100000.0,Bangalore,2021,2019.0,Jyoti Bansal
Treebo Hotels,Hospitality,16000000.0,Bangalore,2021,2015.0,Accor
Raptee Energy,Automotive,700000.0,Chennai,2021,2019.0,Undisclosed
Meddo,HealthCare,6000000.0,Gurugram,2021,2018.0,"SRI Capital, Picus Capital, Alkemi Capital"
Supertails,Pet care,2600000.0,Bangalore,2021,2021.0,"Saama Capital, DSG Consumer Partners"
SkilloVilla,EdTech,300000.0,Bangalore,2021,2020.0,Titan Capital
Cancer Clinics,HealthCare,1500000.0,Telugana,2021,2014.0,Axilor
Velocity,FinTech,1300000.0,Bangalore,2021,2020.0,Valar Ventures
Happy Jars,Food & Beverages,400000.0,New Delhi,2021,2016.0,Inflection Point Ventures
Inshorts,Media,40000000.0,Noida,2021,2013.0,"Addition, SIG Global India Fund"
ExtraaEdge,MarTech,1000000.0,Pune,2021,2015.0,"9Unicorns Accelerator Fund, Indian Angel Network"
Zotalabs,Tech Startup,1250000.0,Pune,2021,2019.0,Alfa Ventures
Voiro,Advertisement,1800000.0,Bangalore,2021,2014.0,1Crowd
Dream Sports,Gaming,400000000.0,Mumbai,2021,2008.0,"TCV, D1 Capital Partners, Falcon Edge."
Safex Chemicals,AgriTech,50000000.0,New Delhi,2021,1991.0,BanyanTree Finance Pvt. Ltd.
Instoried,Content creation,0.0,Bangalore,2021,2018.0,"EXPERT DOJO, Mumbai Angels"
Rupifi,FinTech,4100000.0,Bangalore,2021,2019.0,Quona Capital
Moneyboxx,FinTech,3000000.0,Mumbai,2021,1994.0,"Ashv Finance, BlackSoil Capital"
CityMall,E-commerce,11000000.0,Gurugram,2021,2019.0,"WaterBridge Ventures, SAIF Partners"
Janani,Heathcare,1000000.0,Bangalore,2021,2020.0,"Sweta Rau, 9Unicorns Accelerator Fund"
ReshaMandi,AgriTech,1700000.0,Bangalore,2021,2020.0,"Omnivore, Strive Ventures"
Bombay Shaving Company,Lifestyle,2000000.0,New Delhi,2021,2015.0,"Rajesh Sud, KULDEEP JAIN"
DotPe,FinTech,27000000.0,Gurugram,2021,2019.0,"PayU, Google"
Homingos,Augmented reality,0.0,Bangalore,2021,2018.0,"Sundi Natarajan, Srinivas Anumolu"
Anar Business Community,Tech Startup,0.0,Mumbai,2021,2020.0,"Titan Capital, First Cheque"
Five Star Finance,FinTech,234000000.0,Chennai,2021,1984.0,"TPG Capital Asia, Epiq Capital"
Settlrs,Rental space,0.0,Bangalore,2021,2018.0,MaGEHold Pte. Ltd.
BYJU'S,EdTech,460000000.0,Bangalore,2021,2011.0,"BlackRock, Owl Ventures"
Annapurna Finance,FinTech,30000000.0,Bhubaneswar,2021,2009.0,"Asian Development Bank, Oman India Joint Investment Fund"
HealthPlix,HealthCare,13500000.0,Bangalore,2021,2014.0,"JSW Ventures, Kalaari Capital"
Masai School,EdTech,5000000.0,Bangalore,2021,2019.0,"Unitus Ventures, Omidyar Network India"
Bewakoof,D2C Fashion,4000000.0,Mumbai,2021,2011.0,"IvyCap Ventures, Pratithi Investment Trust"
IndiaLends,FinTech,5100000.0,New Delhi,2021,2014.0,"ACPI Investments, AdvantEdge Founders"
Stelis Biopharma,BioTechnology,195000000.0,Bangalore,2021,2007.0,"RouteOne, Mankekar Family Office"
Tilt,Bike Rental,125000.0,Bangalore,2021,2016.0,Y Combinator
NeoDove,AI startup,15000000.0,Jaipur,2021,2020.0,India Quotient
Zaara Biotech,BioTechnology,10000000.0,Kottayam,2021,2016.0,TCN International Commerce
KreditBee,FinTech,75000000.0,Bangalore,2021,2018.0,"Alpine Capital, PremjiInvest"
True Balance,FinTech,10000000.0,Gurugram,2021,2014.0,"Bon Angels Venture Partners, Daesung Private Equity"
Muvin,FinTech,1000000.0,Bangalore,2021,2020.0,Undisclosed
Purplle,Beauty products,45000000.0,Mumbai,2021,2011.0,"Spring Marketing Capital, Verlinvest"
FloBiz,Tech Startup,10000000.0,Bangalore,2021,2019.0,Elevation Capital
Jeevam Health,Health care,1500000.0,New Delhi,2021,2020.0,Y Combinator
NewLink Group,Tech Startup,200000000.0,Beijing,2021,2016.0,Bain Capital
OZiva,Heathcare,12000000.0,Mumbai,2021,2016.0,"F-Prime Capital, Eight Roads Ventures India"
Blive,Tourism,1000000.0,Panaji,2021,2004.0,"Mumbai Angels, DNA Entertainment Networks"
Nazara Technologies,Gaming,30000000.0,Mumbai,2021,2000.0,"Hornbill Capital Advisers, Plutus Wealth Management"
